ID,gender,seniors,month,payment_method,bill
0788-DXBFY,Male,0,58,Electronic check,19.55
3597-YASZG,Female,1,70,Bank transfer (automatic),104.45
3496-LFSZU,Male,0,4,Electronic check,70.5
5242-UOWHD,Male,0,45,Mailed check,20.35
2482-CZGBB,Male,0,10,Electronic check,70
6479-SZPLM,Male,0,36,Credit card (automatic),19.45
8097-VBQTZ,Male,0,54,Mailed check,69.9
4500-HKANN,Male,0,23,Mailed check,59.7
9917-KWRBE,Female,0,41,Credit card (automatic),78.35
3420-ZDBMA,Male,1,5,Mailed check,71.45
2212-LYASK,Male,0,27,Credit card (automatic),45.85
1393-IMKZG,Female,0,1,Electronic check,95.85
8069-RHUXK,Female,0,67,Credit card (automatic),35.7
3398-GCPMU,Female,1,72,Credit card (automatic),89.55
2908-WGAXL,Female,0,56,Credit card (automatic),24.95
3378-AJRAO,Male,0,44,Electronic check,24.85
1013-QCWAM,Female,1,66,Electronic check,100.8
0866-QLSIR,Female,0,34,Mailed check,64.4
6050-FFXES,Female,0,69,Bank transfer (automatic),105.35
7181-BQYBV,Female,0,1,Electronic check,102.45
0362-RAOQO,Female,0,40,Credit card (automatic),19.65
9554-DFKIC,Male,0,30,Bank transfer (automatic),54.45
5527-ACHSO,Female,0,11,Mailed check,70.5
0829-DDVLK,Female,0,15,Credit card (automatic),20.1
1399-UBQIU,Male,0,11,Electronic check,69.35
1813-JLKWR,Female,0,64,Bank transfer (automatic),19.8
0336-PIKEI,Male,1,72,Bank transfer (automatic),74.4
7322-OCWHC,Male,1,72,Bank transfer (automatic),93.05
9537-VHDTA,Female,0,1,Mailed check,51.2
4957-TIALW,Female,0,15,Credit card (automatic),65.6
2054-PJOCK,Female,0,60,Credit card (automatic),80.55
9150-HEPMB,Male,0,56,Mailed check,52.7
9030-QGZNL,Female,0,8,Mailed check,20.85
6204-IEUXJ,Female,0,3,Credit card (automatic),80.1
3126-WQMGH,Female,0,49,Credit card (automatic),52.15
4529-CKBCL,Female,0,2,Electronic check,80.2
2506-CLAKW,Female,0,6,Bank transfer (automatic),98.15
7176-WRTNX,Male,0,70,Bank transfer (automatic),114.95
1583-IHQZE,Male,0,12,Mailed check,112.95
5732-IKGQH,Male,1,52,Bank transfer (automatic),104.45
9239-GZHZE,Female,0,72,Credit card (automatic),113.65
7205-BAIAD,Female,0,40,Bank transfer (automatic),20.6
0151-ONTOV,Female,0,1,Mailed check,70.9
4140-MUHUG,Female,1,3,Electronic check,86.85
0093-EXYQL,Female,1,40,Electronic check,91.55
8064-RAVOH,Male,0,1,Electronic check,49.85
0219-QAERP,Male,0,30,Credit card (automatic),19.8
0320-JDNQG,Male,0,23,Electronic check,99.85
7180-PISOG,Male,0,1,Electronic check,74.5
9168-INPSZ,Female,1,44,Electronic check,104.15
3571-RFHAR,Male,0,65,Electronic check,109.15
0015-UOCOJ,Female,1,7,Electronic check,48.2
5334-AFQJB,Male,1,72,Credit card (automatic),25.1
2754-SDJRD,Female,1,8,Credit card (automatic),100.15
9578-VRMNM,Female,0,16,Credit card (automatic),65.2
1587-FKLZB,Male,1,66,Credit card (automatic),99.5
6140-QNRQQ,Male,0,1,Mailed check,71.55
8963-JLGJT,Male,0,3,Mailed check,55.9
4307-KTUMW,Male,0,53,Electronic check,93.9
1465-LNTLJ,Male,1,8,Credit card (automatic),64.4
5440-FLBQG,Male,1,69,Bank transfer (automatic),108.4
2135-DQWAQ,Female,0,5,Mailed check,85.3
4056-QHXHZ,Female,0,72,Mailed check,107.45
7470-MCQTK,Female,0,13,Bank transfer (automatic),48.75
7488-MXJIV,Female,0,4,Electronic check,85.65
7401-JIXNM,Female,0,54,Credit card (automatic),91.3
9339-FIIJL,Male,0,72,Bank transfer (automatic),85.95
2027-FECZV,Male,0,12,Electronic check,106.7
2672-DZUOY,Male,0,1,Electronic check,25.15
4706-DGAHW,Male,1,1,Electronic check,45.2
3870-MQAMG,Female,0,54,Electronic check,110.35
6670-MFRPK,Male,0,69,Credit card (automatic),79.2
6177-PEVRA,Female,0,48,Credit card (automatic),55.5
4800-CZMPC,Female,0,48,Credit card (automatic),103.25
4813-HQMGZ,Female,0,8,Electronic check,90.25
7579-KKLOE,Male,0,71,Mailed check,91.25
7377-DMMRI,Male,0,2,Electronic check,47.8
8402-EIVQS,Male,0,67,Credit card (automatic),100.9
4947-DSMXK,Male,0,34,Bank transfer (automatic),97.7
7245-NIIWQ,Female,0,3,Electronic check,69.85
0002-ORFBO,Female,0,9,Mailed check,65.6
3324-OIRTO,Male,0,71,Bank transfer (automatic),104.65
5414-OFQCB,Male,0,57,Credit card (automatic),90.45
4967-WPNCF,Male,0,72,Bank transfer (automatic),63.7
8552-OBVRU,Female,1,48,Electronic check,104.5
8499-BRXTD,Male,0,18,Mailed check,20.1
9154-QDGTH,Male,0,43,Credit card (automatic),104.3
8197-BFWVU,Female,0,72,Bank transfer (automatic),93.25
2577-GVSIL,Male,0,35,Bank transfer (automatic),73.45
9367-OIUXP,Male,0,4,Mailed check,20.7
6770-UAYGJ,Female,0,49,Mailed check,25.25
6463-HHXJR,Female,0,71,Bank transfer (automatic),100.5
7928-VJYAB,Male,0,11,Electronic check,90.6
1187-WILMM,Male,0,63,Credit card (automatic),89.4
9776-OJUZI,Female,1,65,Bank transfer (automatic),95.45
1306-RPWXZ,Female,0,49,Credit card (automatic),20.45
8949-JTMAY,Female,0,29,Credit card (automatic),98.6
2774-LVQUS,Female,1,15,Electronic check,83.05
3097-PYWXL,Female,0,4,Electronic check,19.95
2266-SJNAT,Female,0,72,Credit card (automatic),109.15
0869-PAPRP,Female,1,26,Credit card (automatic),85.7
4238-JSSWH,Female,1,35,Bank transfer (automatic),102.05
2972-YDYUW,Female,0,57,Electronic check,94.7
1104-FEJAM,Male,0,28,Electronic check,64.4
2809-ILCYT,Female,0,25,Mailed check,26.8
5499-ECUTN,Female,0,47,Credit card (automatic),66.05
4981-FLTMF,Female,0,57,Bank transfer (automatic),65.2
9121-PHQSR,Male,1,16,Credit card (automatic),85.05
3113-IWHLC,Male,0,5,Mailed check,55.8
3211-ILJTT,Male,0,17,Bank transfer (automatic),70.4
4612-THJBS,Female,1,56,Bank transfer (automatic),104.75
4277-BWBML,Male,0,72,Bank transfer (automatic),19.95
4094-NSEDU,Female,1,21,Electronic check,94.25
0234-TEVTT,Female,0,48,Credit card (automatic),45
4304-TSPVK,Female,0,68,Bank transfer (automatic),114.9
1552-AAGRX,Female,0,30,Bank transfer (automatic),106.4
2637-FKFSY,Female,0,3,Mailed check,46.1
9796-MVYXX,Female,1,14,Mailed check,39.7
7874-ECPQJ,Female,0,4,Bank transfer (automatic),20.05
0020-INWCK,Female,0,71,Credit card (automatic),95.75
7089-RKVSZ,Male,0,8,Mailed check,24.4
2683-JXWQQ,Male,0,61,Bank transfer (automatic),33.6
9548-ZMVTX,Male,0,72,Bank transfer (automatic),90.45
8739-XNIKG,Female,0,5,Electronic check,84
9755-JHNMN,Female,0,49,Bank transfer (automatic),67.4
3981-QSVQI,Male,0,8,Bank transfer (automatic),19.7
2789-HQBOU,Male,0,3,Electronic check,80.35
9424-CMPOG,Male,0,9,Mailed check,19.6
5067-WJEUN,Male,0,67,Bank transfer (automatic),54.2
3450-WXOAT,Male,0,46,Credit card (automatic),45.2
9251-WNSOD,Female,0,67,Mailed check,75.1
6974-DAFLI,Female,0,55,Electronic check,19.7
2616-UUTFK,Male,0,33,Bank transfer (automatic),72.75
7064-JHXCE,Male,0,62,Credit card (automatic),20.05
5103-MHMHY,Female,0,1,Mailed check,45.95
7989-AWGEH,Male,0,49,Electronic check,39.2
4373-VVHQL,Male,0,1,Electronic check,44.75
4559-UWIHT,Male,0,14,Electronic check,82.65
7268-IGMFD,Male,1,18,Bank transfer (automatic),93.9
1846-XWOQN,Female,1,1,Electronic check,70.15
0235-KGSLC,Female,0,1,Credit card (automatic),85.55
6650-BWFRT,Female,0,72,Credit card (automatic),117.15
9570-KYEUA,Male,0,64,Credit card (automatic),99.25
6993-YGFJV,Male,0,69,Bank transfer (automatic),112.55
2712-SYWAY,Female,0,1,Electronic check,25.7
0730-BGQGF,Male,0,71,Credit card (automatic),90.3
5498-IBWPI,Female,0,66,Credit card (automatic),49.4
9101-NTIXF,Male,0,2,Mailed check,19.4
0013-SMEOE,Female,1,71,Bank transfer (automatic),109.7
9314-QDMDW,Male,0,11,Electronic check,61.25
9308-ANMVE,Male,0,47,Electronic check,55.3
2884-GBPFB,Female,0,35,Electronic check,70.3
3757-NJYBX,Male,1,32,Bank transfer (automatic),106.35
3413-DHLPB,Male,0,60,Bank transfer (automatic),103.75
7649-PHJVR,Male,0,11,Mailed check,19.5
6114-TCFID,Female,0,29,Credit card (automatic),39.5
3787-TRIAL,Male,0,21,Electronic check,26.05
2573-GYRUU,Male,1,48,Credit card (automatic),91.05
5156-UMKOW,Female,0,3,Mailed check,29.65
1247-QBVSH,Female,0,43,Mailed check,50.2
6734-GMPVK,Male,0,5,Electronic check,105.3
9822-OAOVB,Female,0,1,Electronic check,55.45
6161-ERDGD,Male,0,71,Electronic check,85.45
1226-JZNKR,Female,0,8,Electronic check,19.8
7318-EIVKO,Male,0,8,Electronic check,59.25
3771-PZOBW,Male,0,20,Credit card (automatic),90.7
5136-KCKGI,Female,0,33,Mailed check,103.7
8231-BSWXX,Male,0,71,Credit card (automatic),79.05
6486-LHTMA,Female,1,31,Electronic check,90.7
4083-BFNYK,Female,1,38,Credit card (automatic),95
3722-WPXTK,Male,0,1,Electronic check,88.35
7389-KBFIT,Female,0,2,Mailed check,30.25
7176-WIONM,Female,0,12,Bank transfer (automatic),49.85
5141-ZUVBH,Female,0,9,Bank transfer (automatic),93
1089-HDMKP,Male,1,11,Electronic check,54.55
7623-HKYRK,Male,0,6,Mailed check,19.7
0310-SUCIN,Female,0,71,Bank transfer (automatic),84.8
5197-PYEPU,Female,0,42,Credit card (automatic),94.45
2929-ERCFZ,Female,0,8,Electronic check,94.2
7548-SEPYI,Female,0,5,Electronic check,96.25
8835-VSDSE,Female,0,2,Electronic check,70.7
6619-RPLQZ,Female,0,45,Mailed check,20.85
3275-RHRNE,Male,0,28,Credit card (automatic),60
3503-TYDAY,Female,0,43,Electronic check,80.45
6901-GOGZG,Male,0,60,Electronic check,84.95
1623-NLDOT,Female,0,42,Mailed check,33.55
7021-XSNYE,Male,0,7,Credit card (automatic),49.65
9621-OUPYD,Female,0,25,Bank transfer (automatic),20.2
9898-KZQDZ,Female,1,40,Credit card (automatic),94.55
8982-NHAVY,Male,0,27,Bank transfer (automatic),100.5
4307-KWMXE,Male,0,10,Electronic check,35.75
0141-YEAYS,Female,1,27,Bank transfer (automatic),86.45
2450-ZKEED,Female,0,11,Bank transfer (automatic),53.8
3694-DELSO,Male,0,4,Credit card (automatic),38.55
3893-JRNFS,Male,0,68,Bank transfer (automatic),39.9
9603-OAIHC,Male,1,1,Electronic check,70.05
1133-KXCGE,Female,0,18,Mailed check,20.1
5236-PERKL,Female,0,57,Bank transfer (automatic),112.95
0142-GVYSN,Male,0,26,Electronic check,20.3
1049-FYSYG,Female,0,17,Credit card (automatic),35.65
7854-FOKSF,Male,0,1,Electronic check,35.9
2519-FAKOD,Male,0,38,Bank transfer (automatic),99.25
8406-LNMHF,Male,1,59,Credit card (automatic),82.95
1821-BUCWY,Male,0,30,Mailed check,55.65
8263-JQAIK,Male,1,2,Mailed check,24.45
0023-UYUPN,Female,1,50,Electronic check,25.2
8314-DPQHL,Male,0,9,Mailed check,50.8
1465-WCZVT,Female,0,3,Mailed check,19.65
9481-SFCQY,Female,0,14,Credit card (automatic),59.8
6360-SVNWV,Female,1,31,Credit card (automatic),73.55
0567-GGCAC,Female,0,7,Electronic check,61.4
7089-IVVAZ,Female,0,8,Bank transfer (automatic),103.35
8884-MRNSU,Male,0,17,Bank transfer (automatic),19.9
2171-UDMFD,Male,0,32,Credit card (automatic),19.45
9050-IKDZA,Female,1,2,Mailed check,81.5
2205-YMZZJ,Male,1,7,Electronic check,84.8
9802-CAQUT,Female,0,72,Credit card (automatic),109.55
1254-IZEYF,Female,1,31,Electronic check,99.95
0187-WZNAB,Female,0,27,Mailed check,74.4
9492-TOKRI,Female,0,18,Credit card (automatic),90
1475-VWVDO,Male,0,7,Electronic check,74.9
9221-OTIVJ,Female,1,14,Electronic check,104.85
1357-MVDOZ,Male,0,11,Bank transfer (automatic),59.65
7602-MVRMB,Female,0,72,Bank transfer (automatic),110.45
3325-FUYCG,Male,0,28,Electronic check,106.1
5908-QMGOE,Male,1,15,Credit card (automatic),74.2
1197-BVMVG,Female,1,4,Electronic check,74.45
5406-KGRMX,Female,0,71,Electronic check,24.55
8481-YYXWG,Female,0,5,Electronic check,89.35
5968-HYJRZ,Male,0,47,Mailed check,24.55
5198-EFNBM,Male,1,57,Electronic check,90.65
7516-GMHUV,Male,1,50,Credit card (automatic),105.05
7140-ADSMJ,Male,0,8,Credit card (automatic),20.45
2230-XTUWL,Female,0,48,Mailed check,19.55
7706-YLMQA,Female,0,70,Bank transfer (automatic),19.7
2585-KTFRE,Male,0,1,Bank transfer (automatic),70.45
7994-UYIVZ,Male,0,8,Bank transfer (automatic),85.65
2609-IAICY,Female,0,1,Electronic check,77.15
1740-CSDJP,Male,0,1,Bank transfer (automatic),35.25
7717-BICXI,Male,0,60,Mailed check,20.55
6559-RAKOZ,Male,0,49,Electronic check,97.95
2636-OHFMN,Male,0,4,Electronic check,48.55
4716-MRVEN,Female,0,29,Mailed check,20
2143-LJULT,Female,0,67,Credit card (automatic),25.25
1323-OOEPC,Female,0,53,Credit card (automatic),98.4
3200-MNQTF,Male,0,67,Credit card (automatic),70.9
6164-HXUGH,Female,0,6,Mailed check,19.85
5630-IXDXV,Female,0,47,Electronic check,106.35
0320-DWVTU,Female,0,53,Mailed check,99.5
9135-MGVPY,Male,0,69,Mailed check,84.7
1212-GLHMD,Male,0,3,Mailed check,86.05
7878-JGDKK,Male,0,4,Mailed check,44.55
1088-AUUZZ,Male,0,56,Credit card (automatic),75.85
0397-GZBBC,Male,1,59,Bank transfer (automatic),93.85
6614-YWYSC,Male,1,61,Bank transfer (automatic),25
9588-OZDMQ,Female,0,2,Electronic check,45
7641-EUYET,Male,1,46,Electronic check,100.7
6476-EPYZR,Male,0,12,Mailed check,20.5
9921-ZVRHG,Female,0,14,Electronic check,80.45
1174-FGIFN,Female,0,28,Electronic check,90.45
6620-HVDUJ,Male,0,24,Bank transfer (automatic),60.45
4701-MLJPN,Male,0,31,Electronic check,55.25
1032-MAELW,Female,0,68,Electronic check,78.45
7641-TQFHN,Male,0,39,Mailed check,100.55
1552-TKMXS,Female,0,42,Credit card (automatic),20.35
9206-GVPEQ,Male,0,13,Electronic check,54.45
8622-ZLFKO,Female,0,6,Electronic check,90.75
1596-BBVTG,Male,0,35,Credit card (automatic),75.35
6188-UXBBR,Female,0,38,Credit card (automatic),20.25
2333-KWEWW,Male,0,18,Credit card (automatic),20.05
5702-SKUOB,Female,0,4,Mailed check,19.6
1134-YWTYF,Male,0,27,Electronic check,53.8
6061-GWWAV,Male,0,41,Mailed check,70.2
0679-TDGAK,Male,0,50,Electronic check,75.5
6585-WCEWR,Male,0,72,Electronic check,20.35
9067-YGSCA,Female,0,70,Credit card (automatic),26.05
9067-SQTNS,Male,0,44,Bank transfer (automatic),20.6
8433-WXGNA,Male,0,2,Electronic check,75.7
1776-SPBWV,Female,0,34,Bank transfer (automatic),20.1
8735-SDUFN,Female,1,72,Bank transfer (automatic),24.3
9668-PUGNU,Male,0,71,Electronic check,24.5
9405-GPBBG,Female,0,64,Credit card (automatic),110.5
1926-QUZNN,Female,0,72,Bank transfer (automatic),25.25
3707-GNWHM,Male,0,1,Mailed check,74.25
7016-NVRIC,Male,1,29,Bank transfer (automatic),90.1
5829-NVSQN,Female,0,23,Bank transfer (automatic),68.75
9565-AXSMR,Male,0,52,Mailed check,19.2
8922-LIEGH,Female,1,25,Electronic check,89.7
8869-LIHMK,Female,0,64,Bank transfer (automatic),115.1
8245-UMPYT,Female,1,16,Electronic check,96.4
5186-SAMNZ,Male,1,1,Bank transfer (automatic),69.5
0447-RXSGD,Male,0,24,Bank transfer (automatic),99.65
4927-WWOOZ,Male,0,2,Electronic check,91.45
5788-YPOEG,Female,0,34,Mailed check,84.75
5373-SFODM,Male,1,36,Credit card (automatic),85.25
0661-KBKPA,Male,0,53,Mailed check,78.75
9081-WWXKP,Female,0,47,Credit card (automatic),20.25
0784-ZQJZX,Male,0,72,Credit card (automatic),19.9
3133-PZNSR,Male,0,72,Credit card (automatic),97.75
5766-ZJYBB,Male,0,1,Mailed check,19.4
8931-GJJIQ,Female,0,9,Electronic check,83.3
4277-PVRAN,Female,0,8,Bank transfer (automatic),80.1
0022-TCJCI,Male,1,45,Credit card (automatic),62.7
0722-SVSFK,Female,0,7,Electronic check,100.4
3612-YVGSJ,Female,0,71,Credit card (automatic),24.45
9825-YCXWZ,Female,1,41,Bank transfer (automatic),101.1
5397-NSKQG,Male,0,67,Credit card (automatic),50.9
8565-HBFNN,Male,0,69,Credit card (automatic),107.2
2000-DHJUY,Female,1,70,Bank transfer (automatic),92.2
0203-HHYIJ,Male,0,25,Bank transfer (automatic),25.3
8670-ERCJH,Male,0,72,Bank transfer (automatic),113.4
7758-UJWYS,Male,0,34,Electronic check,40.55
2050-ONYDQ,Female,0,65,Credit card (automatic),26
7055-JCGNI,Female,0,70,Credit card (automatic),111.95
0739-UUAJR,Female,0,72,Credit card (automatic),53.8
4826-DXMUP,Male,0,35,Mailed check,72.1
0952-KMEEH,Male,0,13,Mailed check,98.15
7285-KLOTR,Female,0,12,Electronic check,78.85
0654-PQKDW,Female,0,62,Bank transfer (automatic),70.75
7175-NTIXE,Female,0,25,Credit card (automatic),76.15
7963-SHNDT,Female,0,52,Mailed check,39.1
9796-BPKIW,Male,1,8,Credit card (automatic),69.95
0188-GWFLE,Male,0,2,Mailed check,20.05
8129-GMVGI,Female,0,56,Mailed check,20.05
2882-DDZPG,Female,0,12,Bank transfer (automatic),19.45
3547-LQRIK,Female,0,47,Electronic check,26.9
9137-NOQKA,Male,1,2,Electronic check,19.2
5843-TTHGI,Female,0,18,Mailed check,50
1849-RJYIG,Female,0,8,Electronic check,60
8868-GAGIO,Male,0,45,Mailed check,84.55
4061-UKJWL,Male,0,3,Mailed check,45.45
5380-XPJNZ,Female,0,38,Mailed check,20.05
8263-QMNTJ,Male,0,72,Electronic check,115.55
8178-EYZUO,Male,0,46,Electronic check,93.7
3230-JCNZS,Female,0,71,Credit card (automatic),99
0277-ORXQS,Male,0,66,Bank transfer (automatic),50.55
5130-IEKQT,Male,1,25,Mailed check,105.95
3230-WYKIR,Male,0,18,Credit card (automatic),82
7996-BPXHY,Female,0,13,Bank transfer (automatic),25
3227-WLKLI,Female,0,65,Bank transfer (automatic),91.55
0407-BDJKB,Male,0,60,Electronic check,95.75
2266-FUBDZ,Male,0,15,Mailed check,19.35
8237-ULIXL,Female,0,72,Credit card (automatic),24.85
9600-UDOPK,Male,0,30,Credit card (automatic),94.05
8216-AZUUZ,Female,0,42,Electronic check,100.4
9153-BTBVV,Female,0,71,Bank transfer (automatic),25
4074-SJFFA,Female,0,1,Mailed check,54.75
3269-ATYWD,Male,1,39,Bank transfer (automatic),95.65
5186-PEIZU,Female,0,35,Bank transfer (automatic),19.25
1074-AMIOH,Female,0,53,Bank transfer (automatic),108.25
4910-GMJOT,Female,0,1,Electronic check,94.6
0354-WYROK,Female,1,31,Electronic check,98.9
4361-FEBGN,Male,0,48,Credit card (automatic),20.15
7748-UMTRK,Female,1,30,Electronic check,101.3
0380-ZCSBI,Male,0,10,Credit card (automatic),20
7145-FEJWU,Female,0,12,Electronic check,105.3
6463-MVYRY,Female,1,57,Bank transfer (automatic),69.85
3969-JQABI,Female,0,58,Credit card (automatic),65.25
9624-EGDEQ,Female,0,37,Mailed check,19.8
1051-EQPZR,Female,0,44,Mailed check,19.6
5849-ASHZJ,Male,0,27,Credit card (automatic),20.05
5780-INQIK,Female,0,8,Electronic check,49.4
7576-OYWBN,Male,1,3,Electronic check,76.05
4526-ZJJTM,Female,1,25,Bank transfer (automatic),88.4
8384-FZBJK,Female,0,57,Electronic check,100.6
3750-RNQKR,Female,0,12,Mailed check,19.45
0962-CQPWQ,Female,0,62,Bank transfer (automatic),20.3
3096-YXENJ,Female,0,65,Bank transfer (automatic),107.65
1265-BCFEO,Female,0,71,Bank transfer (automatic),80.45
5837-LXSDN,Female,0,21,Credit card (automatic),58.85
5945-AZYHT,Male,0,71,Electronic check,109.6
8325-QRPZR,Female,0,7,Electronic check,75.15
6384-VMJHP,Female,0,72,Credit card (automatic),73
2262-SLNVK,Female,0,1,Electronic check,70.1
7730-CLDSV,Female,0,72,Bank transfer (automatic),98.65
1135-HIORI,Female,0,64,Electronic check,111.45
0164-APGRB,Female,0,72,Electronic check,114.9
6481-ESCNL,Female,0,29,Bank transfer (automatic),100.55
1790-NESIO,Female,0,13,Mailed check,20.4
1550-EENBN,Female,0,31,Electronic check,104.35
5539-TMZLF,Male,1,1,Electronic check,69.75
4323-SADQS,Male,0,7,Electronic check,34.5
4446-BZKHU,Male,0,61,Electronic check,105.55
5202-IVJNU,Female,0,39,Credit card (automatic),30.1
5976-JCJRH,Male,0,10,Electronic check,70.3
8198-RKSZG,Female,0,14,Credit card (automatic),80.45
0137-OCGAB,Female,0,1,Mailed check,80.2
3351-NQLDI,Female,0,67,Credit card (automatic),94.35
9297-EONCV,Female,0,72,Bank transfer (automatic),91.35
7593-JNWRU,Male,0,6,Bank transfer (automatic),44.6
4588-YBNIB,Female,0,1,Mailed check,19.6
1069-QJOEE,Male,0,25,Electronic check,19.9
3336-JORSO,Female,1,33,Electronic check,110.45
7799-DSEWS,Male,0,18,Electronic check,68.35
8766-PAFNE,Male,0,71,Credit card (automatic),79.1
5315-CKEQK,Male,1,28,Electronic check,51
3130-ICDUP,Female,0,2,Credit card (automatic),80.55
0820-FNRNX,Male,0,17,Mailed check,66.7
0880-FVFWF,Male,0,56,Electronic check,86.4
4611-ANLQC,Female,0,60,Electronic check,50.05
4213-HKBJO,Female,0,33,Credit card (automatic),25.7
2792-LSHWX,Female,0,1,Mailed check,83.4
5028-GZLDO,Male,0,2,Credit card (automatic),70.7
0014-BMAQU,Male,0,63,Credit card (automatic),84.65
6861-XWTWQ,Male,1,7,Electronic check,99.25
9018-PCIOK,Female,0,55,Mailed check,64.75
4837-QUSFT,Female,0,65,Bank transfer (automatic),100.15
6877-TJMBR,Male,0,1,Electronic check,84.8
9953-ZMKSM,Male,0,63,Mailed check,25.25
0907-HQNTS,Female,1,70,Credit card (automatic),113
7665-NKLAV,Female,0,36,Credit card (automatic),40.65
6769-DCQLI,Male,0,52,Bank transfer (automatic),105
2433-KMEAS,Male,0,22,Electronic check,54.45
4391-LNRXK,Male,0,22,Bank transfer (automatic),94.95
8250-ZNGGW,Female,1,5,Credit card (automatic),59.9
2195-ZRVAX,Female,0,47,Electronic check,85.3
3550-SAHFP,Female,0,33,Electronic check,83.35
2011-TRQYE,Male,0,18,Credit card (automatic),33.5
8562-GHPPI,Female,0,1,Credit card (automatic),19.8
5893-PYOLZ,Male,0,56,Credit card (automatic),81.8
4986-MXSFP,Female,0,2,Mailed check,20
6131-FOYAS,Male,0,35,Electronic check,59.6
3027-YNWZU,Female,0,64,Credit card (automatic),25
5609-IMCGG,Female,0,15,Credit card (automatic),84.35
4873-ILOLJ,Male,0,24,Electronic check,90.35
4727-MCYZG,Male,0,1,Mailed check,55.55
9481-WHGWY,Female,0,70,Credit card (automatic),75.35
2725-KXXWT,Male,0,1,Electronic check,90.75
9565-DJPIB,Female,0,4,Mailed check,89.6
4328-VUFWD,Female,0,39,Electronic check,59.3
3301-LSLWQ,Female,0,29,Electronic check,66.1
7473-ZBDSN,Female,0,14,Mailed check,18.8
3166-PNEOF,Female,0,61,Credit card (automatic),86.45
5639-NTUPK,Male,0,13,Credit card (automatic),52.1
8780-YRMTT,Female,0,66,Mailed check,47.4
8348-HFYIV,Male,0,2,Electronic check,49.25
5140-FOMCQ,Female,0,59,Credit card (automatic),109.15
6242-SGYTS,Male,0,62,Credit card (automatic),94.95
8166-ORCHU,Male,1,33,Electronic check,93.55
8414-OOEEL,Male,0,66,Credit card (automatic),79.5
8454-AATJP,Female,0,72,Credit card (automatic),115.05
6849-WLEYG,Male,0,1,Mailed check,19.75
4659-NZRUF,Female,0,19,Electronic check,95.15
4531-AUZNK,Female,0,51,Mailed check,95.15
4191-XOVOM,Male,0,63,Electronic check,105.4
2150-OEGBV,Male,0,27,Bank transfer (automatic),20.1
8429-XIBUM,Male,0,22,Bank transfer (automatic),101.35
1855-CFULU,Female,1,4,Mailed check,20.05
4878-BUNFV,Male,0,42,Mailed check,20.7
1872-EBWSC,Female,0,29,Mailed check,20.35
2608-BHKFN,Female,0,4,Credit card (automatic),70.05
7026-YMSBE,Male,0,30,Mailed check,19.7
7341-LXCAF,Male,0,4,Electronic check,74.65
